Name,Rank,Number of Births,year
Veronica,99,83,1972
Brenda,99,83,1972
Andrea,101,81,1972
Antoinette,101,81,1972
Maeve,103,79,1972
Julia,104,78,1972
Majella,105,77,1972
Theresa,106,75,1972
Aine,107,74,1972
Stephanie,107,74,1972
Regina,109,72,1972
Eleanor,110,71,1972
Evelyn,111,70,1972
Sylvia,111,70,1972
Tanya,111,70,1972
Ursula,111,70,1972
Grace,115,68,1972
Lorna,115,68,1972
Janet,115,68,1972
Johanna,118,67,1972
Nuala,118,67,1972
Catriona,120,65,1972
Jacinta,121,64,1972
Rose,122,62,1972
Olivia,123,61,1972
Adrienne,123,61,1972
Marian,123,61,1972
Hilary,126,58,1972
Olive,127,57,1972
Philomena,128,55,1972
Siobhain,128,55,1972
Aideen,130,54,1972
Celine,130,54,1972
Katherine,132,53,1972
Monica,132,53,1972
Noeleen,132,53,1972
Rosaleen,135,52,1972
Maura,136,51,1972
Avril,137,50,1972
Rita,137,50,1972
Marion,137,50,1972
Noelle,140,47,1972
Winifred,140,47,1972
Alice,142,46,1972
Hazel,142,46,1972
Caitriona,142,46,1972
Melanie,145,45,1972
Rosemary,145,45,1972
Therese,145,45,1972
Maureen,148,44,1972
June,148,44,1972
Rebecca,150,43,1972
Eithne,150,43,1972
Marcella,150,43,1972
Georgina,153,42,1972
Dolores,153,42,1972
Vanessa,155,41,1972
Donna,155,41,1972
Loraine,155,41,1972
Breda,158,40,1972
Melissa,159,39,1972
Cora,160,38,1972
Janice,160,38,1972
Wendy,162,37,1972
Susanne,162,37,1972
Martha,164,36,1972
Imelda,164,36,1972
Fionnuala,166,35,1972
Judith,166,35,1972
Fidelma,166,35,1972
Cliona,169,34,1972
Sonya,169,34,1972
Lynn,169,34,1972
Victoria,172,33,1972
Eimear,173,32,1972
Brid,173,32,1972
Rachael,175,31,1972
Esther,175,31,1972
Kathryn,175,31,1972
Vivienne,175,31,1972
Rhona,175,31,1972
Heather,180,30,1972
Ashling,180,30,1972
Natalie,180,30,1972
Oonagh,180,30,1972
Joanna,184,29,1972
Joyce,184,29,1972
Tina,184,29,1972
Lucy,187,28,1972
Gemma,188,27,1972
Dorothy,188,27,1972
Lynda,188,27,1972
Marguerite,188,27,1972
Nichola,188,27,1972
Sara,193,26,1972
Charlotte,193,26,1972
Aishling,193,26,1972
Maire,193,26,1972
Ingrid,193,26,1972
Naomi,198,25,1972
Sonia,198,25,1972
Kim,200,24,1972
Eilish,200,24,1972
Sheena,200,24,1972
Dympna,200,24,1972
Agnes,204,23,1972
Gail,204,23,1972
Gwendoline,204,23,1972
Janette,204,23,1972
Sally,208,22,1972
Dawn,208,22,1972
Olga,208,22,1972
Finola,208,22,1972
Dara,212,21,1972
Orlaith,213,20,1972
Ashley,213,20,1972
Ailish,213,20,1972
Madeline,213,20,1972
Katrina,213,20,1972
Allison,213,20,1972
Norma,213,20,1972
Natasha,220,19,1972
Diane,220,19,1972
Norah,220,19,1972
Lesley,220,19,1972
Amy,224,18,1972
Dearbhla,224,18,1972
Jillian,224,18,1972
Mandy,224,18,1972
Eva,228,17,1972
Catherina,228,17,1972
Cathriona,228,17,1972
Ita,228,17,1972
Emily,232,16,1972
Alexandra,232,16,1972
Leona,232,16,1972
Eilis,232,16,1972
Claudine,232,16,1972
Hannah,237,15,1972
Jessica,237,15,1972
Clara,237,15,1972
Annie,237,15,1972
Claudia,237,15,1972
Nina,237,15,1972
Diana,237,15,1972
Serena,237,15,1972
Rosemarie,237,15,1972
Corina,237,15,1972
Doreen,237,15,1972
Ailbhe,248,14,1972
Stella,248,14,1972
Genevieve,248,14,1972
Adele,248,14,1972
Marina,248,14,1972
Arlene,248,14,1972
Carolyn,248,14,1972
Edwina,248,14,1972
Hilda,248,14,1972
Trina,248,14,1972
Yvette,248,14,1972
Eve,259,13,1972
Sorcha,259,13,1972
Bernice,259,13,1972
Moira,259,13,1972
Collette,259,13,1972
Concepta,259,13,1972
Jacintha,259,13,1972
Loretta,259,13,1972
Muriel,259,13,1972
Triona,259,13,1972
Shauna,269,12,1972
Danielle,269,12,1972
Nadine,269,12,1972
Karina,269,12,1972
Simone,269,12,1972
Lilian,269,12,1972
Marianne,269,12,1972
Gina,276,11,1972
Assumpta,276,11,1972
Belinda,276,11,1972
Crona,276,11,1972
Debra,276,11,1972
Jeanette,276,11,1972
Justine,276,11,1972
Liza,276,11,1972
Sheelagh,276,11,1972
Cara,285,10,1972
Lara,285,10,1972
Gabrielle,285,10,1972
Erica,285,10,1972
Lucia,285,10,1972
Bronagh,285,10,1972
Anastasia,285,10,1972
Olwyn,285,10,1972
Breeda,285,10,1972
Carina,285,10,1972
Ethna,285,10,1972
Jude,285,10,1972
Rhonda,285,10,1972
Thelma,285,10,1972
Glenda,285,10,1972
Sophie,300,9,1972
Caoimhe,300,9,1972
Cliodhna,300,9,1972
Orna,300,9,1972
Judy,300,9,1972
Brona,300,9,1972
Cecilia,300,9,1972
Camilla,300,9,1972
Hanora,300,9,1972
Freda,300,9,1972
Kathrina,300,9,1972
Priscilla,300,9,1972
Nicole,312,8,1972
Sophia,312,8,1972
Kelly,312,8,1972
Jill,312,8,1972
Beatrice,312,8,1972
Leonie,312,8,1972
Cynthia,312,8,1972
Rosanna,312,8,1972
Lavinia,312,8,1972
Florence,312,8,1972
Vivian,312,8,1972
Carole,312,8,1972
Cheryl,312,8,1972
Darina,312,8,1972
Gerardine,312,8,1972
Gertrude,312,8,1972
Karin,312,8,1972
Nollaig,312,8,1972
Katherina,312,8,1972
Treacy,312,8,1972
Abigail,332,7,1972
Amelia,332,7,1972
Alicia,332,7,1972
Juliet,332,7,1972
Aislinn,332,7,1972
Joy,332,7,1972
April,332,7,1972
Cathy,332,7,1972
Derval,332,7,1972
Alma,332,7,1972
Susanna,332,7,1972
Violet,332,7,1972
Clair,332,7,1972
Daphne,332,7,1972
Eimer,332,7,1972
Marjorie,332,7,1972
Mona,332,7,1972
Rosaline,332,7,1972
Trudy,332,7,1972
Joann,332,7,1972
Keelin,352,6,1972
Carla,352,6,1972
Lydia,352,6,1972
Lena,352,6,1972
Juliette,352,6,1972
Neasa,352,6,1972
Erika,352,6,1972
Jemma,352,6,1972
Nessa,352,6,1972
Blaithin,352,6,1972
Kerry,352,6,1972
Louisa,352,6,1972
Bronwyn,352,6,1972
Iris,352,6,1972
Tammy,352,6,1972
Alva,352,6,1972
Antonia,352,6,1972
Cecelia,352,6,1972
Eibhlin,352,6,1972
Jocelyn,352,6,1972
Vivien,352,6,1972
Beverly,352,6,1972
Dymphna,352,6,1972
Gretta,352,6,1972
Jenifer,352,6,1972
Jo,352,6,1972
Marilyn,352,6,1972
Mildred,352,6,1972
Naoimh,352,6,1972
Noeline,352,6,1972
Patrice,352,6,1972
Rosarie,352,6,1972
Rosario,352,6,1972
Rowena,352,6,1972
Shiela,352,6,1972
Catrina,352,6,1972
Johanne,352,6,1972
Saoirse,389,5,1972
Isabel,389,5,1972
Isabella,389,5,1972
Shona,389,5,1972
Kara,389,5,1972
Madeleine,389,5,1972
Samanta,389,5,1972
Julianne,389,5,1972
Lillian,389,5,1972
Reiltin,389,5,1972
Julianna,389,5,1972
Gwen,389,5,1972
Mella,389,5,1972
Sabina,389,5,1972
Aedin,389,5,1972
Elva,389,5,1972
Bridie,389,5,1972
Roberta,389,5,1972
Sile,389,5,1972
Suzanna,389,5,1972
Adeline,389,5,1972
Beverley,389,5,1972
Criona,389,5,1972
Eavan,389,5,1972
Elma,389,5,1972
Ethel,389,5,1972
Finnuala,389,5,1972
Jeanne,389,5,1972
Johannah,389,5,1972
Karena,389,5,1972
Lynne,389,5,1972
Rona,389,5,1972
Roslyn,389,5,1972
Sonja,389,5,1972
Tania,389,5,1972
Virginia,389,5,1972
Evonne,389,5,1972
Fionna,389,5,1972
Petrina,389,5,1972
Sadhbh,428,4,1972
Muireann,428,4,1972
Moya,428,4,1972
Lia,428,4,1972
Orlagh,428,4,1972
Delia,428,4,1972
Ailis,428,4,1972
Felicity,428,4,1972
Aiveen,428,4,1972
Alyson,428,4,1972
Anastatia,428,4,1972
Blanaid,428,4,1972
Cornelia,428,4,1972
Eibhlis,428,4,1972
Karan,428,4,1972
Leigh,428,4,1972
Loretto,428,4,1972
Lucille,428,4,1972
Marisa,428,4,1972
Myra,428,4,1972
Noleen,428,4,1972
Rhoda,428,4,1972
Roseanne,428,4,1972
Shelia,428,4,1972
Siobain,428,4,1972
Annetta,428,4,1972
Annita,428,4,1972
Breege,428,4,1972
Corona,428,4,1972
Corrina,428,4,1972
Deboragh,428,4,1972
Edele,428,4,1972
Eveleen,428,4,1972
Goretti,428,4,1972
Gwendolen,428,4,1972
Gwendolyn,428,4,1972
Loyola,428,4,1972
Phyllis,428,4,1972
Richella,428,4,1972
Rosanne,428,4,1972
Tayna,428,4,1972
Terry,428,4,1972
Treacey,428,4,1972
Zoe,471,3,1972
Isobel,471,3,1972
Aoibheann,471,3,1972
Michaela,471,3,1972
Siofra,471,3,1972
Hayley,471,3,1972
Yasmin,471,3,1972
Eadaoin,471,3,1972
Kirsten,471,3,1972
Caragh,471,3,1972
Heidi,471,3,1972
Sadie,471,3,1972
Toni,471,3,1972
Jenny,471,3,1972
Francesca,471,3,1972
Iseult,471,3,1972
Kerrie,471,3,1972
Nancy,471,3,1972
Seana,471,3,1972
Elisa,471,3,1972
Jayne,471,3,1972
Tamara,471,3,1972
Gloria,471,3,1972
Sian,471,3,1972
Karla,471,3,1972
Cait,471,3,1972
Dora,471,3,1972
Honor,471,3,1972
Ivy,471,3,1972
Selina,471,3,1972
Edith,471,3,1972
Celia,471,3,1972
Cindy,471,3,1972
Ide,471,3,1972
Maxine,471,3,1972
Treasa,471,3,1972
Abina,471,3,1972
Bernardine,471,3,1972
Cathryn,471,3,1972
Dervilla,471,3,1972
Ericka,471,3,1972
Fionnula,471,3,1972
Fleur,471,3,1972
Graine,471,3,1972
Gwyneth,471,3,1972
Helga,471,3,1972
Jennie,471,3,1972
Lean,471,3,1972
Leonora,471,3,1972
Letitia,471,3,1972
Lucinda,471,3,1972
Margarita,471,3,1972
Martine,471,3,1972
Melinda,471,3,1972
Miranda,471,3,1972
Naimh,471,3,1972
Nichole,471,3,1972
Noirin,471,3,1972
Orfhlaith,471,3,1972
Paulette,471,3,1972
Rena,471,3,1972
Rosalind,471,3,1972
Roseleen,471,3,1972
Rosita,471,3,1972
Silvia,471,3,1972
Siona,471,3,1972
Trudi,471,3,1972
Vera,471,3,1972
Bernadine,471,3,1972
Breffni,471,3,1972
Breid,471,3,1972
Bridgeen,471,3,1972
Carmela,471,3,1972
Corinne,471,3,1972
Dervilia,471,3,1972
Derville,471,3,1972
Dinah,471,3,1972
Eithna,471,3,1972
Emir,471,3,1972
Glynis,471,3,1972
Juanita,471,3,1972
Leoine,471,3,1972
Leone,471,3,1972
Marice,471,3,1972
Morna,471,3,1972
Naomh,471,3,1972
Severine,471,3,1972
Tanja,471,3,1972
Zelda,471,3,1972
Mary,1,1529,1973
Catherine,2,785,1973
Margaret,3,686,1973
Sinead,4,659,1973
Caroline,5,604,1973
Fiona,6,563,1973
Deirdre,7,529,1973
Elizabeth,8,520,1973
Anne,9,489,1973
Michelle,10,468,1973
Sharon,11,460,1973
Ann,12,453,1973
Linda,13,437,1973
Karen,14,425,1973
Martina,15,391,1973
Elaine,16,388,1973
Sandra,17,378,1973
Patricia,18,376,1973
Jennifer,19,361,1973
Lisa,20,358,1973
Siobhan,21,332,1973
Lorraine,22,327,1973
Louise,23,325,1973
Susan,24,322,1973
Bridget,25,314,1973
Niamh,26,313,1973
Helen,27,289,1973
Yvonne,28,287,1973
Marie,29,279,1973
Maria,30,263,1973
Gillian,31,261,1973
Geraldine,32,260,1973
Sarah,33,249,1973
Denise,34,238,1973
Nicola,35,235,1973
Jacqueline,36,233,1973
Amanda,37,230,1973
Orla,38,223,1973
Claire,39,215,1973
Bernadette,39,215,1973
Teresa,39,215,1973
Deborah,42,209,1973
Kathleen,43,203,1973
Aisling,44,202,1973
Carmel,45,200,1973
Eileen,46,194,1973
Audrey,47,187,1973
Suzanne,48,185,1973
Rachel,49,182,1973
Emma,50,177,1973
Tara,50,177,1973
Edel,52,175,1973
Angela,53,171,1973
Carol,54,166,1973
Paula,54,166,1973
Ciara,56,165,1973
Ruth,56,165,1973
Clare,58,162,1973
Emer,59,151,1973
Grainne,60,150,1973
Joanne,61,149,1973
Tracey,62,144,1973
Valerie,63,141,1973
Anna,64,140,1973
Josephine,65,139,1973
Sheila,65,139,1973
Aoife,67,137,1973
Barbara,67,137,1973
Nora,69,136,1973
Shirley,69,136,1973
Alison,71,134,1973
Pauline,72,132,1973
Colette,73,128,1973
Jane,74,126,1973
Christina,75,124,1973
Joan,76,121,1973
Laura,77,117,1973
Ellen,77,117,1973
Tracy,79,111,1973
Mairead,80,109,1973
Sonya,80,109,1973
Anita,82,108,1973
Annette,83,107,1973
Noreen,84,106,1973
Clodagh,85,101,1973
Catriona,86,98,1973
Una,87,95,1973
Olivia,88,94,1973
Lorna,89,93,1973
Aileen,89,93,1973
Frances,89,93,1973
Roisin,92,92,1973
Brigid,92,92,1973
Brenda,94,91,1973
Pamela,95,90,1973
Julie,96,89,1973
Aine,97,88,1973
Helena,98,87,1973
Jean,99,84,1973
Christine,99,84,1973
Natasha,101,83,1973
Samantha,101,83,1973
Tanya,101,83,1973
Rosemary,104,82,1973
Regina,104,82,1973
Andrea,106,81,1973
Irene,107,80,1973
Maeve,108,79,1973
Theresa,108,79,1973
Majella,108,79,1973
Janet,111,78,1973
Nuala,112,77,1973
Miriam,113,76,1973
Michele,114,75,1973
Avril,115,73,1973
Veronica,115,73,1973
Stephanie,117,72,1973
Therese,117,72,1973
Marian,119,71,1973
Evelyn,120,70,1973
Antoinette,120,70,1973
Maureen,122,68,1973
Victoria,123,67,1973
Julia,124,65,1973
Katherine,125,63,1973
Hazel,126,62,1973
Noelle,126,62,1973
Eleanor,128,61,1973
Sylvia,128,61,1973
Dolores,128,61,1973
Olive,131,60,1973
Rebecca,132,59,1973
Jacinta,132,59,1973
Grace,134,58,1973
Celine,135,56,1973
Philomena,135,56,1973
Rose,137,55,1973
Ashling,137,55,1973
Johanna,139,53,1973
Alice,140,52,1973
Caitriona,140,52,1973
Vanessa,142,51,1973
Donna,142,51,1973
Hilary,144,50,1973
Rosaleen,144,50,1973
Wendy,146,49,1973
Aideen,147,48,1973
Monica,148,47,1973
Georgina,149,46,1973
Janice,149,46,1973
Eimear,151,45,1973
Imelda,152,44,1973
Noeleen,152,44,1973
Esther,154,43,1973
Olga,155,42,1973
Rita,155,42,1973
Marion,155,42,1973
Winifred,155,42,1973
Fidelma,155,42,1973
Siobhain,155,42,1973
Dawn,161,41,1973
Fionnuala,162,40,1973
Judith,162,40,1973
Susanne,162,40,1973
Cliona,165,39,1973
Natalie,165,39,1973
Diane,165,39,1973
Sonia,165,39,1973
June,165,39,1973
Maura,170,38,1973
Lesley,170,38,1973
Adrienne,172,37,1973
Oonagh,172,37,1973
Aishling,174,36,1973
Breda,174,36,1973
Lucy,176,34,1973
Sara,176,34,1973
Melissa,176,34,1973
Ursula,176,34,1973
Martha,180,33,1973
Rhona,180,33,1973
Eithne,182,32,1973
Lynn,182,32,1973
Emily,184,31,1973
Kim,184,31,1973
Kathryn,184,31,1973
Maire,184,31,1973
Dorothy,184,31,1973
Nichola,184,31,1973
Vivienne,190,30,1973
Loraine,190,30,1973
Leona,192,29,1973
Charlotte,193,28,1973
Gemma,193,28,1973
Melanie,193,28,1973
Sheena,193,28,1973
Gail,193,28,1973
Hilda,193,28,1973
Ita,193,28,1973
Marcella,193,28,1973
Cora,201,27,1973
Rachael,201,27,1973
Joanna,201,27,1973
Agnes,201,27,1973
Lynda,201,27,1973
Rosemarie,206,26,1973
Heather,207,25,1973
Brid,207,25,1973
Joyce,207,25,1973
Eva,210,24,1973
Karina,210,24,1973
Allison,210,24,1973
Marguerite,210,24,1973
Triona,210,24,1973
Sorcha,215,23,1973
Madeline,215,23,1973
Norah,215,23,1973
Amy,218,22,1973
Blathnaid,218,22,1973
Diana,218,22,1973
Katrina,218,22,1973
Norma,218,22,1973
Hannah,223,21,1973
Naomi,223,21,1973
Nicole,225,20,1973
Sally,225,20,1973
Stella,225,20,1973
Adele,225,20,1973
Ingrid,225,20,1973
Catherina,225,20,1973
Cathriona,225,20,1973
Nessa,232,19,1973
Eilish,232,19,1973
Dara,232,19,1973
Cecilia,232,19,1973
Moira,232,19,1973
Tina,232,19,1973
Doreen,232,19,1973
Finola,232,19,1973
Janette,232,19,1973
Leonie,241,18,1973
Concepta,241,18,1973
Jeanette,241,18,1973
Glenda,241,18,1973
Bronagh,245,17,1973
Belinda,245,17,1973
Rhonda,245,17,1973
Cara,248,16,1973
Annie,248,16,1973
Ailish,248,16,1973
Eilis,248,16,1973
Collette,248,16,1973
Ethna,248,16,1973
Isabel,254,15,1973
Ashley,254,15,1973
Dearbhla,254,15,1973
Neasa,254,15,1973
Cathy,254,15,1973
Jillian,254,15,1973
Breeda,254,15,1973
Liza,254,15,1973
Jessica,262,14,1973
Shauna,262,14,1973
Derval,262,14,1973
Gina,262,14,1973
Alma,262,14,1973
Claudine,262,14,1973
Gwendoline,262,14,1973
Naoimh,262,14,1973
Tania,262,14,1973
Alexandra,271,13,1973
Muireann,271,13,1973
Jill,271,13,1973
Serena,271,13,1973
Genevieve,271,13,1973
Debra,271,13,1973
Dympna,271,13,1973
Edwina,271,13,1973
Loretta,271,13,1973
Muriel,271,13,1973
Rhoda,271,13,1973
Orlaith,282,12,1973
Gabrielle,282,12,1973
Nadine,282,12,1973
Marina,282,12,1973
Lilian,282,12,1973
Marianne,282,12,1973
Carole,282,12,1973
Ethel,282,12,1973
Jacintha,282,12,1973
Rowena,282,12,1973
Caoimhe,292,11,1973
Zoe,292,11,1973
Isabella,292,11,1973
Clara,292,11,1973
Danielle,292,11,1973
Gloria,292,11,1973
Cynthia,292,11,1973
Brona,292,11,1973
Edith,292,11,1973
Elva,292,11,1973
Carina,292,11,1973
Carolyn,292,11,1973
Yvette,292,11,1973
Leah,305,10,1973
Simone,305,10,1973
Anastasia,305,10,1973
Mandy,305,10,1973
Bernice,305,10,1973
Kathy,305,10,1973
Meave,305,10,1973
Nollaig,305,10,1973
Priscilla,305,10,1973
Sheelagh,305,10,1973
Thelma,305,10,1973
Petrina,305,10,1973
Sophia,317,9,1973
Eve,317,9,1973
Ailbhe,317,9,1973
Juliet,317,9,1973
Orlagh,317,9,1973
Olwyn,317,9,1973
Rosanna,317,9,1973
Florence,317,9,1973
Cheryl,317,9,1973
Darina,317,9,1973
Deborrah,317,9,1973
Janine,317,9,1973
Jenifer,317,9,1973
Bernadine,317,9,1973
Sophie,331,8,1973
Amelia,331,8,1973
Caragh,331,8,1973
Joy,331,8,1973
Beatrice,331,8,1973
Lillian,331,8,1973
Orna,331,8,1973
Violet,331,8,1973
Vivien,331,8,1973
Arlene,331,8,1973
Beverly,331,8,1973
Daphne,331,8,1973
Dianne,331,8,1973
Gretta,331,8,1973
Hillary,331,8,1973
Patrice,331,8,1973
Trina,331,8,1973
Niaimh,331,8,1973
Nina,349,7,1973
Aislinn,349,7,1973
Kerry,349,7,1973
Antonia,349,7,1973
Gwen,349,7,1973
Cecelia,349,7,1973
Camilla,349,7,1973
Felicity,349,7,1973
Sile,349,7,1973
Treasa,349,7,1973
Clair,349,7,1973
Fionnula,349,7,1973
Jo,349,7,1973
Jude,349,7,1973
Karena,349,7,1973
Miranda,349,7,1973
Rosarie,349,7,1973
Roslyn,349,7,1973
Trudy,349,7,1973
Zita,349,7,1973
Corinna,349,7,1973
Evonne,349,7,1973
Joann,349,7,1973
Terry,349,7,1973
Valarie,349,7,1973
Abigail,374,6,1973
Isobel,374,6,1973
Alicia,374,6,1973
Erica,374,6,1973
Claudia,374,6,1973
Pearl,374,6,1973
Judy,374,6,1973
Eibhlin,374,6,1973
Hanora,374,6,1973
Marguerita,374,6,1973
Vivian,374,6,1973
Aiveen,374,6,1973
Beverley,374,6,1973
Corina,374,6,1973
Crona,374,6,1973
Dymphna,374,6,1973
Freda,374,6,1973
Gertrude,374,6,1973
Justine,374,6,1973
Lee,374,6,1973
Loretto,374,6,1973
Lynne,374,6,1973
Roma,374,6,1973
Edell,374,6,1973
Katherina,374,6,1973
Lourda,374,6,1973
Marita,374,6,1973
Naomh,374,6,1973
Kate,402,5,1973
Saoirse,402,5,1973
Lara,402,5,1973
Kelly,402,5,1973
Leanne,402,5,1973
Shona,402,5,1973
Carla,402,5,1973
Cliodhna,402,5,1973
Yasmin,402,5,1973
Eadaoin,402,5,1973
Juliette,402,5,1973
Heidi,402,5,1973
Lia,402,5,1973
Erika,402,5,1973
Jemma,402,5,1973
Madeleine,402,5,1973
Julianne,402,5,1973
Iris,402,5,1973
Karla,402,5,1973
Cait,402,5,1973
Harriet,402,5,1973
Kirsty,402,5,1973
Aedin,402,5,1973
Bridie,402,5,1973
Celia,402,5,1973
Cindy,402,5,1973
Susanna,402,5,1973
Aoifa,402,5,1973
Assumpta,402,5,1973
Bairbre,402,5,1973
Cathleen,402,5,1973
Criona,402,5,1973
Eavan,402,5,1973
Jeanne,402,5,1973
Katharine,402,5,1973
Margarite,402,5,1973
Marilyn,402,5,1973
Noleen,402,5,1973
Vicki,402,5,1973
Breffni,402,5,1973
Cathrina,402,5,1973
Corinne,402,5,1973
Della,402,5,1973
Johanne,402,5,1973
Kathyrn,402,5,1973
Lyn,402,5,1973
Nodlaig,402,5,1973
Aoibheann,449,4,1973
Michaela,449,4,1973
Naoise,449,4,1973
Lydia,449,4,1973
Nadia,449,4,1973
Lena,449,4,1973
Matilda,449,4,1973
Kara,449,4,1973
Sabrina,449,4,1973
Toni,449,4,1973
Blaithin,449,4,1973
Eliza,449,4,1973
Iseult,449,4,1973
Bronwyn,449,4,1973
Dana,449,4,1973
Dervla,449,4,1973
Penelope,449,4,1973
Sabina,449,4,1973
Ailis,449,4,1973
Juliana,449,4,1973
Jocelyn,449,4,1973
Roberta,449,4,1973
Rosalie,449,4,1973
Vicky,449,4,1973
Abina,449,4,1973
Adeline,449,4,1973
Angeline,449,4,1973
Angelique,449,4,1973
Averil,449,4,1973
Dervilla,449,4,1973
Desiree,449,4,1973
Dominique,449,4,1973
Edelle,449,4,1973
Eibhlis,449,4,1973
Karin,449,4,1973
Kathrina,449,4,1973
Letitia,449,4,1973
Lindsay,449,4,1973
Lynette,449,4,1973
Marcia,449,4,1973
Margo,449,4,1973
Marisa,449,4,1973
Philippa,449,4,1973
Rena,449,4,1973
Rosalind,449,4,1973
Rosetta,449,4,1973
Sioban,449,4,1973
Sonja,449,4,1973
Verona,449,4,1973
Virginia,449,4,1973
Caren,449,4,1973
Celena,449,4,1973
Deidre,449,4,1973
Helene,449,4,1973
Irma,449,4,1973
Jeannette,449,4,1973
Juliann,449,4,1973
Lolita,449,4,1973
Soyna,449,4,1973
Katie,508,3,1973
Alanna,508,3,1973
Siofra,508,3,1973
Aoibhin,508,3,1973
Elena,508,3,1973
Sasha,508,3,1973
Hanna,508,3,1973
Sadie,508,3,1973
Annabel,508,3,1973
Kiera,508,3,1973
Ada,508,3,1973
Angelina,508,3,1973
Daniela,508,3,1973
Elsie,508,3,1973
Louisa,508,3,1973
Samanta,508,3,1973
Renee,508,3,1973
Penny,508,3,1973
Reiltin,508,3,1973
Julianna,508,3,1973
Larissa,508,3,1973
Tammy,508,3,1973
Selina,508,3,1973
Dearbhail,508,3,1973
Etain,508,3,1973
Eunice,508,3,1973
Lindsey,508,3,1973
Petra,508,3,1973
Adel,508,3,1973
Adelle,508,3,1973
Attracta,508,3,1973
Blanaid,508,3,1973
Brighid,508,3,1973
Cathryn,508,3,1973
Celene,508,3,1973
Charmaine,508,3,1973
Dionne,508,3,1973
Eimer,508,3,1973
Elenor,508,3,1973
Ericka,508,3,1973
Feena,508,3,1973
Gayle,508,3,1973
Gladys,508,3,1973
Graine,508,3,1973
Ida,508,3,1973
Katriona,508,3,1973
Laurie,508,3,1973
Leigh,508,3,1973
Leonora,508,3,1973
Margurite,508,3,1973
Marjorie,508,3,1973
Melinda,508,3,1973
Myrtle,508,3,1973
Noeline,508,3,1973
Noirin,508,3,1973
Odette,508,3,1973
Rona,508,3,1973
Rosario,508,3,1973
Roseanna,508,3,1973
Rosita,508,3,1973
Shelly,508,3,1973
Shiela,508,3,1973
Siona,508,3,1973
Thomasina,508,3,1973
Vera,508,3,1973
Antonette,508,3,1973
Breege,508,3,1973
Catharina,508,3,1973
Corona,508,3,1973
Dervil,508,3,1973
Edele,508,3,1973
Emir,508,3,1973
Eveleen,508,3,1973
Fionnghuala,508,3,1973
Fionula,508,3,1973
Gwendolyn,508,3,1973
Jackaline,508,3,1973
Jalna,508,3,1973
Juanita,508,3,1973
Katharina,508,3,1973
Lenore,508,3,1973
Madge,508,3,1973
Michell,508,3,1973
Natacha,508,3,1973
Phyllis,508,3,1973
Ronda,508,3,1973
Sonyia,508,3,1973
Venessa,508,3,1973
Zelda,508,3,1973
Mary,1,1375,1974
Catherine,2,751,1974
Margaret,3,605,1974
Caroline,4,581,1974
Sinead,5,569,1974
Michelle,6,533,1974
Sharon,7,518,1974
Deirdre,8,495,1974
Elizabeth,9,488,1974
Ann,10,465,1974
Fiona,11,464,1974
Karen,12,461,1974
Anne,13,450,1974
Elaine,14,427,1974
Patricia,15,408,1974
Linda,16,406,1974
Lisa,17,402,1974
Susan,18,383,1974
Louise,19,376,1974
Jennifer,20,366,1974
Niamh,21,355,1974
Sandra,22,350,1974
Sarah,23,319,1974
Martina,24,315,1974
Lorraine,25,311,1974
Siobhan,26,301,1974
Nicola,27,293,1974
Helen,28,278,1974
Bridget,29,267,1974
Marie,30,260,1974
Amanda,31,258,1974
Geraldine,32,250,1974
Jacqueline,33,249,1974
Yvonne,34,245,1974
Maria,35,244,1974
Gillian,36,241,1974
Denise,36,241,1974
Orla,38,226,1974
Claire,39,225,1974
Deborah,40,222,1974
Emma,41,220,1974
Bernadette,42,210,1974
Suzanne,43,209,1974
Kathleen,44,195,1974
Eileen,45,187,1974
Rachel,46,186,1974
Ciara,47,185,1974
Ruth,48,179,1974
Carol,49,178,1974
Paula,50,176,1974
Joanne,51,173,1974
Aisling,52,171,1974
Edel,52,171,1974
Audrey,54,170,1974
Carmel,55,168,1974
Angela,56,166,1974
Teresa,57,164,1974
Aoife,58,162,1974
Clare,59,161,1974
Valerie,60,157,1974
Tara,61,151,1974
Emer,62,145,1974
Anna,63,142,1974
Barbara,63,142,1974
Grainne,65,141,1974
Alison,65,141,1974
Shirley,67,140,1974
Colette,68,134,1974
Tracey,68,134,1974
Mairead,70,133,1974
Jane,71,132,1974
Sheila,72,131,1974
Olivia,73,130,1974
Christina,74,121,1974
Nora,74,121,1974
Tracy,74,121,1974
Pauline,77,120,1974
Josephine,78,119,1974
Laura,79,117,1974
Noreen,80,115,1974
Ellen,81,111,1974
Julie,81,111,1974
Jean,83,108,1974
Joan,84,107,1974
Clodagh,85,99,1974
Catriona,85,99,1974
Roisin,87,98,1974
Irene,87,98,1974
Anita,89,95,1974
Sonya,90,93,1974
Annette,90,93,1974
Brenda,92,92,1974
Natasha,93,91,1974
Christine,93,91,1974
Regina,93,91,1974
Rose,96,90,1974
Frances,96,90,1974
Lorna,98,89,1974
Andrea,99,87,1974
Samantha,99,87,1974
Brigid,99,87,1974
Pamela,99,87,1974
Helena,103,86,1974
Una,104,85,1974
Aileen,104,85,1974
Marian,106,84,1974
Aine,107,82,1974
Theresa,108,81,1974
Rebecca,109,80,1974
Maeve,110,79,1974
Hazel,111,75,1974
Miriam,111,75,1974
Majella,111,75,1974
Avril,114,73,1974
Eleanor,115,68,1974
